"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","@smoke @regression - Verify header contains all required links","firefox","Fri Feb 06 00:46:12 UTC 2026","failed","Fri Feb 06 00:46:12 UTC 2026","Header Navigation Tests","","",""
"","5","@regression - Verify ""Fotbal"" link is present","firefox","Fri Feb 06 00:46:35 UTC 2026","failed","Fri Feb 06 00:46:35 UTC 2026","Live Page Tests","","",""
"","5","@regression - Verify Supersocial link navigation","webkit","Fri Feb 06 00:47:01 UTC 2026","failed","Fri Feb 06 00:47:01 UTC 2026","Header Navigation Tests","","",""
"","5","@regression - Verify Register button is functional","firefox","Fri Feb 06 00:46:29 UTC 2026","failed","Fri Feb 06 00:46:29 UTC 2026","Header Navigation Tests","","",""
"","7305","@regression - Verify ""Fotbal"" link is present","chromium","Fri Feb 06 00:45:45 UTC 2026","passed","Fri Feb 06 00:45:53 UTC 2026","Live Page Tests","","",""
"","6645","@regression - Verify Casino link navigation","chromium","Fri Feb 06 00:45:10 UTC 2026","passed","Fri Feb 06 00:45:17 UTC 2026","Header Navigation Tests","","",""
"","4","@regression - Verify Live link navigation","webkit","Fri Feb 06 00:47:00 UTC 2026","failed","Fri Feb 06 00:47:00 UTC 2026","Header Navigation Tests","","",""
"","9976","@regression - Verify ""Fotbal"" link is functional","chromium","Fri Feb 06 00:45:53 UTC 2026","passed","Fri Feb 06 00:46:03 UTC 2026","Live Page Tests","","",""
"","8","@regression - Verify User Profile icon is functional","webkit","Fri Feb 06 00:47:12 UTC 2026","failed","Fri Feb 06 00:47:12 UTC 2026","Header Navigation Tests","","",""
"","5927","@smoke @regression - Verify left sidebar menu exists","chromium","Fri Feb 06 00:46:01 UTC 2026","passed","Fri Feb 06 00:46:07 UTC 2026","Sport Page Tests","","",""
"","5267","@regression - Click first 5 sub-pages and validate","chromium","Fri Feb 06 00:46:03 UTC 2026","passed","Fri Feb 06 00:46:08 UTC 2026","Sport Page Tests","","",""
"","8657","@regression - Verify Search icon is functional","chromium","Fri Feb 06 00:45:17 UTC 2026","passed","Fri Feb 06 00:45:26 UTC 2026","Header Navigation Tests","","",""
"","5","@regression - Verify Search icon is functional","webkit","Fri Feb 06 00:47:11 UTC 2026","failed","Fri Feb 06 00:47:11 UTC 2026","Header Navigation Tests","","",""
"","4565","@regression - Verify ""Toate"" link is present","chromium","Fri Feb 06 00:45:41 UTC 2026","passed","Fri Feb 06 00:45:45 UTC 2026","Live Page Tests","","",""
"","17947","@regression - Verify Login button is functional","firefox","Fri Feb 06 00:47:08 UTC 2026","failed","Fri Feb 06 00:47:26 UTC 2026","Header Navigation Tests","","",""
"","16016","@regression - Verify Supersocial link navigation","chromium","Fri Feb 06 00:44:48 UTC 2026","failed","Fri Feb 06 00:45:04 UTC 2026","Header Navigation Tests","","",""
"","5","@regression - Verify Search icon is functional","firefox","Fri Feb 06 00:46:25 UTC 2026","failed","Fri Feb 06 00:46:25 UTC 2026","Header Navigation Tests","","",""
"","37396","@smoke @regression - Verify header contains all required links","chromium","Fri Feb 06 00:45:21 UTC 2026","failed","Fri Feb 06 00:45:59 UTC 2026","Header Navigation Tests","","",""
"","5","@regression - Verify User Profile icon is functional","firefox","Fri Feb 06 00:46:27 UTC 2026","failed","Fri Feb 06 00:46:27 UTC 2026","Header Navigation Tests","","",""
"","5","@regression - Verify Casino Live link navigation","firefox","Fri Feb 06 00:46:24 UTC 2026","failed","Fri Feb 06 00:46:24 UTC 2026","Header Navigation Tests","","",""
"","10228","@regression - Verify Register button is functional","chromium","Fri Feb 06 00:45:26 UTC 2026","passed","Fri Feb 06 00:45:36 UTC 2026","Header Navigation Tests","","",""
"","5","@regression - Verify Casino link navigation","webkit","Fri Feb 06 00:47:06 UTC 2026","failed","Fri Feb 06 00:47:06 UTC 2026","Header Navigation Tests","","",""
"","19677","@smoke @regression - Verify left sidebar menu exists","webkit","Fri Feb 06 00:47:30 UTC 2026","passed","Fri Feb 06 00:47:49 UTC 2026","Live Page Tests","","",""
"","6969","@regression - Verify Casino Live link navigation","chromium","Fri Feb 06 00:45:11 UTC 2026","passed","Fri Feb 06 00:45:18 UTC 2026","Header Navigation Tests","","",""
"","4","@regression - Verify Casino link navigation","firefox","Fri Feb 06 00:46:23 UTC 2026","failed","Fri Feb 06 00:46:23 UTC 2026","Header Navigation Tests","","",""
"","16787","@regression - Verify Live link navigation","chromium","Fri Feb 06 00:44:51 UTC 2026","failed","Fri Feb 06 00:45:08 UTC 2026","Header Navigation Tests","","",""
"","16942","@regression - Verify Sport link navigation","chromium","Fri Feb 06 00:44:52 UTC 2026","failed","Fri Feb 06 00:45:09 UTC 2026","Header Navigation Tests","","",""
"","9","@regression - Verify ""Fotbal"" link is functional","firefox","Fri Feb 06 00:46:37 UTC 2026","failed","Fri Feb 06 00:46:37 UTC 2026","Live Page Tests","","",""
"","8","@smoke @regression - Verify left sidebar menu exists","firefox","Fri Feb 06 00:46:38 UTC 2026","failed","Fri Feb 06 00:46:38 UTC 2026","Sport Page Tests","","",""
"","32082","@regression - Verify Biletele Mele link navigation","webkit","Fri Feb 06 00:47:34 UTC 2026","failed","Fri Feb 06 00:48:06 UTC 2026","Header Navigation Tests","","",""
"","27","@regression - Verify Live link navigation","firefox","Fri Feb 06 00:46:17 UTC 2026","failed","Fri Feb 06 00:46:17 UTC 2026","Header Navigation Tests","","",""
"","8","@regression - Verify Supersocial link navigation","firefox","Fri Feb 06 00:46:18 UTC 2026","failed","Fri Feb 06 00:46:18 UTC 2026","Header Navigation Tests","","",""
"","10507","@regression - Verify User Profile icon is functional","chromium","Fri Feb 06 00:45:18 UTC 2026","passed","Fri Feb 06 00:45:29 UTC 2026","Header Navigation Tests","","",""
"","21080","@regression - Verify ""Fotbal"" link is functional","webkit","Fri Feb 06 00:48:53 UTC 2026","failed","Fri Feb 06 00:49:14 UTC 2026","Live Page Tests","","",""
"","17255","@regression - Verify Login button is functional","chromium","Fri Feb 06 00:46:14 UTC 2026","failed","Fri Feb 06 00:46:31 UTC 2026","Header Navigation Tests","","",""
"","19014","@regression - Verify Biletele Mele link navigation","chromium","Fri Feb 06 00:45:51 UTC 2026","failed","Fri Feb 06 00:46:10 UTC 2026","Header Navigation Tests","","",""
"","11356","@regression - Click first 5 sub-pages and validate","firefox","Fri Feb 06 00:46:40 UTC 2026","passed","Fri Feb 06 00:46:51 UTC 2026","Sport Page Tests","","",""
"","17484","@regression - Click first 5 sub-pages and validate","webkit","Fri Feb 06 00:48:10 UTC 2026","passed","Fri Feb 06 00:48:27 UTC 2026","Sport Page Tests","","",""
"","19197","@regression - Verify Login button is functional","webkit","Fri Feb 06 00:48:32 UTC 2026","failed","Fri Feb 06 00:48:51 UTC 2026","Header Navigation Tests","","",""
"","4772","@smoke @regression - Verify left sidebar menu exists","chromium","Fri Feb 06 00:45:36 UTC 2026","passed","Fri Feb 06 00:45:41 UTC 2026","Live Page Tests","","",""
"","5","@regression - Verify Sport link navigation","firefox","Fri Feb 06 00:46:14 UTC 2026","failed","Fri Feb 06 00:46:14 UTC 2026","Header Navigation Tests","","",""
"","18896","@smoke @regression - Verify left sidebar menu exists","webkit","Fri Feb 06 00:48:05 UTC 2026","passed","Fri Feb 06 00:48:24 UTC 2026","Sport Page Tests","","",""
"","15141","@regression - Verify ""Fotbal"" link is present","webkit","Fri Feb 06 00:47:49 UTC 2026","passed","Fri Feb 06 00:48:05 UTC 2026","Live Page Tests","","",""
"","5","@regression - Verify ""Toate"" link is present","firefox","Fri Feb 06 00:46:34 UTC 2026","failed","Fri Feb 06 00:46:34 UTC 2026","Live Page Tests","","",""
"","7","@smoke @regression - Verify header contains all required links","webkit","Fri Feb 06 00:46:55 UTC 2026","failed","Fri Feb 06 00:46:55 UTC 2026","Header Navigation Tests","","",""
"","5","@smoke @regression - Verify left sidebar menu exists","firefox","Fri Feb 06 00:46:32 UTC 2026","failed","Fri Feb 06 00:46:32 UTC 2026","Live Page Tests","","",""
"","4","@regression - Verify Sport link navigation","webkit","Fri Feb 06 00:46:56 UTC 2026","failed","Fri Feb 06 00:46:56 UTC 2026","Header Navigation Tests","","",""
"","18654","@regression - Verify ""Toate"" link is present","webkit","Fri Feb 06 00:47:31 UTC 2026","passed","Fri Feb 06 00:47:50 UTC 2026","Live Page Tests","","",""
"","6","@regression - Verify Register button is functional","webkit","Fri Feb 06 00:47:14 UTC 2026","failed","Fri Feb 06 00:47:14 UTC 2026","Header Navigation Tests","","",""
"","24651","@regression - Verify Biletele Mele link navigation","firefox","Fri Feb 06 00:46:32 UTC 2026","failed","Fri Feb 06 00:46:57 UTC 2026","Header Navigation Tests","","",""
"","8","@regression - Verify Casino Live link navigation","webkit","Fri Feb 06 00:47:07 UTC 2026","failed","Fri Feb 06 00:47:07 UTC 2026","Header Navigation Tests","","",""
