"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13621","@regression - Verify Casino link navigation","firefox","Sat Feb 07 21:07:51 UTC 2026","passed","Sat Feb 07 21:08:05 UTC 2026","Header Navigation Tests","","",""
"","16724","@regression - Verify Sport link navigation","chromium","Sat Feb 07 21:07:19 UTC 2026","failed","Sat Feb 07 21:07:35 UTC 2026","Header Navigation Tests","","",""
"","12981","@regression - Verify Casino Live link navigation","firefox","Sat Feb 07 21:07:52 UTC 2026","passed","Sat Feb 07 21:08:05 UTC 2026","Header Navigation Tests","","",""
"","7355","@smoke @regression - Verify left sidebar menu exists","chromium","Sat Feb 07 21:08:26 UTC 2026","passed","Sat Feb 07 21:08:33 UTC 2026","Sport Page Tests","","",""
"","18131","@smoke @regression - Verify left sidebar menu exists","webkit","Sat Feb 07 21:09:37 UTC 2026","passed","Sat Feb 07 21:09:55 UTC 2026","Live Page Tests","","",""
"","4914","@smoke @regression - Verify left sidebar menu exists","firefox","Sat Feb 07 21:08:26 UTC 2026","passed","Sat Feb 07 21:08:31 UTC 2026","Live Page Tests","","",""
"","9756","@regression - Verify Register button is functional","firefox","Sat Feb 07 21:08:16 UTC 2026","passed","Sat Feb 07 21:08:26 UTC 2026","Header Navigation Tests","","",""
"","15330","@regression - Verify Login button is functional","firefox","Sat Feb 07 21:09:12 UTC 2026","failed","Sat Feb 07 21:09:27 UTC 2026","Header Navigation Tests","","",""
"","23546","@regression - Verify Sport link navigation","webkit","Sat Feb 07 21:08:10 UTC 2026","failed","Sat Feb 07 21:08:34 UTC 2026","Header Navigation Tests","","",""
"","16289","@regression - Verify User Profile icon is functional","webkit","Sat Feb 07 21:09:00 UTC 2026","passed","Sat Feb 07 21:09:16 UTC 2026","Header Navigation Tests","","",""
"","11608","@smoke @regression - Verify left sidebar menu exists","firefox","Sat Feb 07 21:08:46 UTC 2026","passed","Sat Feb 07 21:08:58 UTC 2026","Sport Page Tests","","",""
"","8873","@regression - Verify Search icon is functional","chromium","Sat Feb 07 21:07:46 UTC 2026","passed","Sat Feb 07 21:07:55 UTC 2026","Header Navigation Tests","","",""
"","19008","@regression - Verify Register button is functional","webkit","Sat Feb 07 21:09:16 UTC 2026","passed","Sat Feb 07 21:09:35 UTC 2026","Header Navigation Tests","","",""
"","23958","@regression - Verify Biletele Mele link navigation","firefox","Sat Feb 07 21:08:43 UTC 2026","failed","Sat Feb 07 21:09:07 UTC 2026","Header Navigation Tests","","",""
