"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7257","@regression - Verify ""Fotbal"" link is functional","chromium","Sun Feb 08 01:59:39 UTC 2026","passed","Sun Feb 08 01:59:46 UTC 2026","Live Page Tests","ui/specs/live-page.spec.ts","",""
"","10352","@regression - Verify ""Fotbal"" link is functional","firefox","Sun Feb 08 01:59:45 UTC 2026","passed","Sun Feb 08 01:59:56 UTC 2026","Live Page Tests","ui/specs/live-page.spec.ts","",""
"","8165","@regression - Verify Casino Live link navigation","chromium","Sun Feb 08 01:58:58 UTC 2026","passed","Sun Feb 08 01:59:06 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","33870","@smoke @regression - Verify header contains all required links","chromium","Sun Feb 08 01:59:05 UTC 2026","broken","Sun Feb 08 01:59:39 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","16769","@regression - Verify Live link navigation","chromium","Sun Feb 08 01:58:37 UTC 2026","failed","Sun Feb 08 01:58:54 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","14991","@regression - Verify Login button is functional","firefox","Sun Feb 08 02:00:14 UTC 2026","failed","Sun Feb 08 02:00:29 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","10746","@regression - Verify ""Toate"" link is present","firefox","Sun Feb 08 01:59:34 UTC 2026","passed","Sun Feb 08 01:59:45 UTC 2026","Live Page Tests","ui/specs/live-page.spec.ts","",""
"","20109","@regression - Verify Register button is functional","webkit","Sun Feb 08 02:00:08 UTC 2026","passed","Sun Feb 08 02:00:28 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","21043","@regression - Verify Login button is functional","webkit","Sun Feb 08 02:01:20 UTC 2026","failed","Sun Feb 08 02:01:41 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","20701","@smoke @regression - Verify left sidebar menu exists","webkit","Sun Feb 08 02:00:23 UTC 2026","passed","Sun Feb 08 02:00:43 UTC 2026","Live Page Tests","ui/specs/live-page.spec.ts","",""
"","9357","@regression - Verify User Profile icon is functional","chromium","Sun Feb 08 01:59:06 UTC 2026","passed","Sun Feb 08 01:59:15 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","17817","@regression - Verify Supersocial link navigation","firefox","Sun Feb 08 01:58:30 UTC 2026","failed","Sun Feb 08 01:58:48 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","17274","@regression - Verify Supersocial link navigation","chromium","Sun Feb 08 01:58:38 UTC 2026","failed","Sun Feb 08 01:58:55 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","16395","@regression - Verify Sport link navigation","chromium","Sun Feb 08 01:58:36 UTC 2026","failed","Sun Feb 08 01:58:53 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","9936","@regression - Verify Search icon is functional","firefox","Sun Feb 08 01:59:10 UTC 2026","passed","Sun Feb 08 01:59:20 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","15383","@regression - Verify User Profile icon is functional","webkit","Sun Feb 08 02:00:07 UTC 2026","passed","Sun Feb 08 02:00:23 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","30804","@regression - Verify ""Fotbal"" link is functional","webkit","Sun Feb 08 02:01:53 UTC 2026","broken","Sun Feb 08 02:02:24 UTC 2026","Live Page Tests","ui/specs/live-page.spec.ts","",""
"","17005","@regression - Verify Live link navigation","firefox","Sun Feb 08 01:58:40 UTC 2026","failed","Sun Feb 08 01:58:57 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","5048","@smoke @regression - Verify left sidebar menu exists","chromium","Sun Feb 08 01:59:21 UTC 2026","passed","Sun Feb 08 01:59:26 UTC 2026","Live Page Tests","ui/specs/live-page.spec.ts","",""
"","22467","@regression - Verify Live link navigation","webkit","Sun Feb 08 01:59:19 UTC 2026","failed","Sun Feb 08 01:59:42 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","12531","@regression - Verify Casino link navigation","firefox","Sun Feb 08 01:58:57 UTC 2026","passed","Sun Feb 08 01:59:10 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","12682","@regression - Click first 5 sub-pages and validate","webkit","Sun Feb 08 02:01:19 UTC 2026","passed","Sun Feb 08 02:01:32 UTC 2026","Sport Page Tests","ui/specs/sport-page.spec.ts","",""
"","17327","@regression - Verify Biletele Mele link navigation","chromium","Sun Feb 08 01:59:32 UTC 2026","failed","Sun Feb 08 01:59:49 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","12671","@regression - Verify ""Fotbal"" link is present","webkit","Sun Feb 08 02:00:43 UTC 2026","passed","Sun Feb 08 02:00:56 UTC 2026","Live Page Tests","ui/specs/live-page.spec.ts","",""
"","10647","@regression - Verify Register button is functional","firefox","Sun Feb 08 01:59:20 UTC 2026","passed","Sun Feb 08 01:59:31 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","9587","@regression - Verify ""Fotbal"" link is present","firefox","Sun Feb 08 01:59:38 UTC 2026","passed","Sun Feb 08 01:59:48 UTC 2026","Live Page Tests","ui/specs/live-page.spec.ts","",""
"","15678","@regression - Verify Search icon is functional","webkit","Sun Feb 08 02:00:03 UTC 2026","passed","Sun Feb 08 02:00:19 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","17774","@regression - Verify Sport link navigation","firefox","Sun Feb 08 01:58:35 UTC 2026","failed","Sun Feb 08 01:58:53 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","8994","@regression - Verify Search icon is functional","chromium","Sun Feb 08 01:59:04 UTC 2026","passed","Sun Feb 08 01:59:13 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","17807","@regression - Verify ""Toate"" link is present","webkit","Sun Feb 08 02:00:28 UTC 2026","passed","Sun Feb 08 02:00:46 UTC 2026","Live Page Tests","ui/specs/live-page.spec.ts","",""
"","24434","@regression - Verify Supersocial link navigation","webkit","Sun Feb 08 01:59:21 UTC 2026","failed","Sun Feb 08 01:59:45 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","29271","@regression - Verify Biletele Mele link navigation","webkit","Sun Feb 08 02:00:46 UTC 2026","failed","Sun Feb 08 02:01:15 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","22934","@regression - Verify Sport link navigation","webkit","Sun Feb 08 01:59:20 UTC 2026","failed","Sun Feb 08 01:59:43 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","10560","@regression - Verify User Profile icon is functional","firefox","Sun Feb 08 01:59:15 UTC 2026","passed","Sun Feb 08 01:59:26 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","6332","@smoke @regression - Verify left sidebar menu exists","chromium","Sun Feb 08 01:59:42 UTC 2026","passed","Sun Feb 08 01:59:48 UTC 2026","Sport Page Tests","ui/specs/sport-page.spec.ts","",""
"","7170","@smoke @regression - Verify left sidebar menu exists","firefox","Sun Feb 08 01:59:31 UTC 2026","passed","Sun Feb 08 01:59:38 UTC 2026","Live Page Tests","ui/specs/live-page.spec.ts","",""
"","13132","@regression - Verify Casino Live link navigation","firefox","Sun Feb 08 01:59:01 UTC 2026","passed","Sun Feb 08 01:59:14 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
"","9294","@smoke @regression - Verify left sidebar menu exists","firefox","Sun Feb 08 01:59:48 UTC 2026","passed","Sun Feb 08 01:59:57 UTC 2026","Sport Page Tests","ui/specs/sport-page.spec.ts","",""
"","4926","@regression - Verify ""Toate"" link is present","chromium","Sun Feb 08 01:59:26 UTC 2026","passed","Sun Feb 08 01:59:31 UTC 2026","Live Page Tests","ui/specs/live-page.spec.ts","",""
"","20276","@regression - Verify Casino Live link navigation","webkit","Sun Feb 08 01:59:48 UTC 2026","passed","Sun Feb 08 02:00:08 UTC 2026","Header Navigation Tests","ui/specs/header-navigation.spec.ts","",""
